Date,SPY,QQQ,IWM,TLT,GLD
2016-08-15,186.62371826171875,109.8301773071289,108.86761474609375,104.56537628173828,127.83999633789062
2016-08-16,185.6612091064453,109.22364807128906,107.98536682128906,104.28652954101562,128.47000122070312
2016-08-17,186.0104217529297,109.41959381103516,107.66776275634766,104.91206359863281,128.5
2016-08-18,186.4278564453125,109.44760131835938,108.46180725097656,105.077880859375,129.11000061035156
2016-08-19,186.15528869628906,109.41959381103516,108.46180725097656,104.52776336669922,127.97000122070312
2016-08-22,186.14675903320312,109.50357055664062,108.70879364013672,105.40943908691406,127.77999877929688
2016-08-23,186.5215301513672,109.69953918457031,109.4675064086914,105.52244567871094,127.76000213623047
2016-08-24,185.5675048828125,108.99036407470703,108.57646179199219,105.27377319335938,126.33999633789062
2016-08-25,185.4397430419922,108.81307983398438,108.78821563720703,104.8743667602539,126.2300033569336
2016-08-26,185.0904998779297,108.97167205810547,108.5676498413086,104.26397705078125,126.05000305175781
2016-08-29,186.00192260742188,109.1209945678711,109.13227844238281,105.65808868408203,126.30000305175781
2016-08-30,185.69528198242188,108.76640319824219,109.33516693115234,105.25114440917969,125.02999877929688
2016-08-31,185.1671142578125,108.6544189453125,108.7176284790039,105.40186309814453,124.77999877929688
2016-09-01,185.17567443847656,108.93437194824219,108.79702758789062,105.51817321777344,125.29000091552734
2016-09-02,186.0104217529297,109.28897094726562,109.8469009399414,104.65750885009766,126.56999969482422
2016-09-06,186.5726318359375,109.97015380859375,109.95275115966797,105.41999816894531,128.7100067138672
2016-09-07,186.55560302734375,110.03545379638672,110.64090728759766,105.3444595336914,128.27000427246094
2016-09-08,186.1297149658203,109.39160919189453,110.42032623291016,104.02338409423828,127.58999633789062
2016-09-09,181.67471313476562,106.63885498046875,106.97077941894531,102.30963897705078,126.75
2016-09-12,184.28128051757812,108.5517807006836,108.46180725097656,102.36251831054688,126.58999633789062
2016-09-13,181.63209533691406,107.5813217163086,106.37970733642578,101.19988250732422,125.75
2016-09-14,181.56399536132812,108.09455871582031,106.39735412597656,101.35086822509766,126.18000030517578
2016-09-15,183.37835693359375,109.77418518066406,107.66776275634766,100.91299438476562,125.37000274658203
2016-09-16,182.6694793701172,109.72181701660156,107.50897216796875,101.72834014892578,125.05999755859375
2016-09-19,182.70376586914062,109.24471282958984,108.22358703613281,101.39616394042969,125.31999969482422
2016-09-20,182.71224975585938,109.45055389404297,107.76482391357422,101.75102996826172,125.44000244140625
2016-09-21,184.76699829101562,110.52629852294922,109.32638549804688,102.57384490966797,127.2699966430664
2016-09-22,185.9312744140625,111.40563201904297,110.896728515625,103.38920593261719,127.56999969482422
2016-09-23,184.9125213623047,110.6947021484375,110.1115493774414,103.29104614257812,127.6500015258789
2016-09-26,183.41433715820312,109.76858520507812,109.01809692382812,103.94788360595703,127.55000305175781
2016-09-27,184.55291748046875,110.85372924804688,109.46044921875,104.71028900146484,126.62000274658203
2016-09-28,185.46897888183594,111.04083251953125,110.3009033203125,104.48387145996094,126.22000122070312
2016-09-29,183.79095458984375,110.23632049560547,108.69075775146484,104.74811553955078,126.06999969482422
2016-09-30,185.1779327392578,111.0595474243164,109.88506317138672,103.81192016601562,125.63999938964844
2016-10-03,184.73272705078125,110.90050506591797,109.54004669189453,103.46936798095703,125.31999969482422
2016-10-04,183.79095458984375,110.73210906982422,109.00041198730469,102.25927734375,120.97000122070312
2016-10-05,184.60430908203125,111.125,109.6550521850586,101.78285217285156,120.77999877929688
2016-10-06,184.73272705078125,111.06890106201172,109.54004669189453,101.21564483642578,119.66000366210938
2016-10-07,184.09913635253906,110.82566833496094,108.66419219970703,101.28364562988281,119.73999786376953
2016-10-10,185.05807495117188,111.52730560302734,109.96469116210938,100.6861801147461,120.16000366210938
2016-10-11,182.7207794189453,109.93695068359375,107.95647430419922,100.4592514038086,119.55000305175781
2016-10-12,182.96055603027344,109.84341430664062,107.86800384521484,100.55763244628906,119.73999786376953
2016-10-13,182.36129760742188,109.45055389404297,106.97451782226562,100.93576049804688,120.02999877929688
2016-10-14,182.45545959472656,109.58148956298828,106.54103088378906,99.52147674560547,119.36000061035156
2016-10-17,181.82192993164062,109.28211975097656,106.41718292236328,100.15678405761719,119.68000030517578
2016-10-18,182.96055603027344,110.25504302978516,107.02759552001953,100.48202514648438,120.41999816894531
2016-10-19,183.44857788085938,110.24566650390625,107.4787826538086,100.56521606445312,121.11000061035156
2016-10-20,183.10606384277344,110.11466979980469,107.16028594970703,100.67105865478516,120.73999786376953
2016-10-21,183.19166564941406,110.52629852294922,107.10721588134766,100.82234191894531,120.83000183105469
2016-10-24,183.97079467773438,111.85469055175781,107.78839111328125,100.38370513916016,120.55999755859375
2016-10-25,183.35438537597656,111.49922180175781,106.98335266113281,100.64840698242188,121.47000122070312
2016-10-26,182.98626708984375,110.74146270751953,105.9217529296875,99.96766662597656,120.79000091552734
2016-10-27,182.498291015625,110.23632049560547,104.70975494384766,98.8786392211914,121.01000213623047
2016-10-28,181.95889282226562,109.54403686523438,104.41780090332031,98.65931701660156,121.58000183105469
2016-10-31,181.96746826171875,109.44114685058594,104.83360290527344,99.26432037353516,121.94000244140625
2016-11-01,180.6490478515625,108.61791229248047,103.55082702636719,99.27192687988281,122.7300033569336
2016-11-02,179.56173706054688,107.74795532226562,102.232666015625,99.70389556884766,123.63999938964844
2016-11-03,178.73988342285156,106.69084167480469,101.73725891113281,98.93850708007812,124.30000305175781
2016-11-04,178.5430145263672,106.31666564941406,102.39190673828125,99.82506561279297,124.38999938964844
2016-11-07,182.48118591308594,108.84244537353516,104.89554595947266,98.97639465332031,122.1500015258789
2016-11-08,183.302978515625,109.55340576171875,105.16975402832031,98.57479095458984,121.63999938964844
2016-11-09,185.24636840820312,110.0585708618164,108.40768432617188,94.39208221435547,121.55999755859375
2016-11-10,185.70872497558594,108.2811508178711,110.1416244506836,92.99777221679688,119.75
2016-11-11,185.28065490722656,108.32795715332031,112.67181396484375,92.47500610351562,117.0999984741211
2016-11-14,185.42620849609375,107.23344421386719,114.25536346435547,91.92181396484375,116.11000061035156
2016-11-15,186.87303161621094,108.72084045410156,114.60921478271484,92.37646484375,117.12000274658203
2016-11-16,186.52198791503906,109.3663101196289,114.60035705566406,93.20999908447266,116.7699966430664
2016-11-17,187.48086547851562,110.16149139404297,115.27271270751953,91.83843994140625,116.16999816894531
2016-11-18,187.06137084960938,109.7498779296875,115.88318634033203,91.57325744628906,115.1500015258789
2016-11-21,188.47396850585938,110.89116668701172,116.42281341552734,91.80055236816406,115.58000183105469
2016-11-22,188.8420867919922,111.22792053222656,117.48444366455078,91.77030181884766,115.54000091552734
2016-11-23,188.94479370117188,110.77889251708984,118.21870422363281,91.41413879394531,113.25
2016-11-25,189.64682006835938,111.13438415527344,118.6079330444336,91.55050659179688,112.61000061035156
2016-11-28,188.7564697265625,110.88179016113281,117.06861114501953,92.22490692138672,113.80000305175781
2016-11-29,189.12461853027344,111.26534271240234,117.00667572021484,92.61134338378906,113.2699966430664
2016-11-30,188.6708526611328,109.91824340820312,116.43165588378906,91.11101531982422,111.75
2016-12-01,187.97740173339844,108.01924133300781,115.86547088623047,90.14905548095703,111.54000091552734
2016-12-02,188.0715789794922,108.234375,115.80350494384766,90.80962371826172,112.13999938964844
2016-12-05,189.20162963867188,109.0763168334961,117.79403686523438,90.7109146118164,111.54000091552734
2016-12-06,189.80093383789062,109.33824920654297,119.06793212890625,90.64253234863281,111.43000030517578
2016-12-07,192.28363037109375,110.7227554321289,120.22684478759766,91.41699981689453,111.83000183105469
2016-12-08,192.75450134277344,110.91922760009766,122.12007904052734,90.3388671875,111.56999969482422
2016-12-09,193.9188232421875,111.78921508789062,122.35897064208984,89.21513366699219,110.4000015258789
2016-12-12,193.6962432861328,111.2840576171875,121.06732177734375,89.3821792602539,110.81999969482422
2016-12-13,194.9889678955078,112.687255859375,121.0761489868164,89.70103454589844,110.44999694824219
2016-12-14,193.37948608398438,112.45339965820312,119.56340789794922,88.69879913330078,108.83000183105469
2016-12-15,194.1757049560547,112.631103515625,120.45687866210938,89.14675903320312,107.33999633789062
2016-12-16,193.7958984375,112.21361541748047,120.23572540283203,88.94178009033203,108.05000305175781
2016-12-19,194.2178955078125,112.67334747314453,121.0230941772461,89.89848327636719,108.58999633789062
2016-12-20,194.967041015625,113.10496520996094,122.04933166503906,89.45050048828125,107.79000091552734
2016-12-21,194.424560546875,113.02050018310547,121.25316619873047,89.84532928466797,107.8499984741211
2016-12-22,194.08871459960938,112.7015151977539,120.20751190185547,89.68468475341797,107.58999633789062
2016-12-23,194.3729248046875,112.77655029296875,120.84713745117188,89.86739349365234,107.93000030517578
2016-12-27,194.8551025390625,113.35829162597656,121.3890380859375,89.578125,108.55999755859375
2016-12-28,193.24473571777344,112.476318359375,120.14533233642578,90.23277282714844,108.86000061035156
2016-12-29,193.20175170898438,112.31681823730469,120.2519760131836,90.55250549316406,110.29000091552734
2016-12-30,192.4955596923828,111.16277313232422,119.79004669189453,90.68948364257812,109.61000061035156
